title,genre,director,country,year,Rate IMDb
Дневник слабака 2: Правила Родрика,комедия,Дэвид Бауэрс,США,2011,6.6
Дневник слабака,комедия семейный,Тор Фреденталь,США,2010,6.2
Дневник сельского священника,драма,Робер Брессон,Франция,1950,7.8
Дни любви,комедия  /  драма,Джузеппе Де Сантис,Италия   Франция,1954,6.4
Дни лётные,драма,Николай Литус Леонид Ризин,СССР,1966,7.0
Дни и ночи в лесу,драма,Сатьяджит Рай,Индия,1970,8.1
Дни и ночи,"военный ,  драма",Александр Столпер,СССР,1944,6.6
Дни и ночи,драматический фильм  и  экранизация литературного произведения [d],Кристиан Камарго,США,2013,4.6
«Дни затмения»,драма,Александр Сокуров,СССР,1988,7.0
До встречи с тобой,драма,Теа Шэррок [d] [2] [3],США   Великобритания,2016,7.4
До будущей весны,"киноповесть ,  мелодрама",Виктор Соколов,СССР,1960,6.7
"До свидания, мистер Чипс",драма,Сэм Вуд,Великобритания,1939,7.9
"До свидания, синефилы",мокьюментари фильм-эссе драматический фильм,Станислав Битюцкий,Украина,2014,5.4
"До свидания, мальчики",драма,Михаил Калик,СССР,1964,7.7
"До свидания, дорогая","комедия ,  мелодрама",Герберт Росс,США,1977,7.4
"До свидания, до завтра",мелодрама,Януш Моргенштерн,Польша,1960,7.0
"До свидания, дети","драма ,  военный",Луи Маль,Франция   ФРГ,1987,8.0
Добро пожаловать в Чечню,документальный,Дэвид Франс [en],США,2020,8.8
Добро пожаловать в Тонмакколь,комедия драма военный фильм,Пак Кван Хён,Республика Корея,2005,7.6
Доброта,драматический фильм,Эдуард Гаврилов,СССР,1977,6.3
Доброй ночи и удачи,историческая драма,Джордж Клуни,США     Франция     Япония     Великобритания,2005,7.4
"Доброе утро, Вьетнам",драма комедия,Барри Левинсон,США,1987,7.3
Доброе утро,комедия,Роджер Мичелл,США,2010,6.5
Доброе утро,комедия драма,Ясудзиро Одзу,Япония,1959,7.8
Доброе утро,комедия,Андрей Фролов,СССР,1955,6.1
Догма,мистика драма комедия приключения,Кевин Смит,США,1999,7.3
«Доказательство жизни»,драма,Тейлор Хэкфорд,США,2000,6.3
Доказательство,драма,Джон Мэдден,США,2005,6.7
Доказательство,драма,Джослин Мурхаус,Австралия,1991,7.2
Дозор на Рейне,шпионский фильм  и  драматический фильм,Герман Шумлин [d] Хэл Мор,США,1943,7.1
Дознание пилота Пиркса,фантастика драма,Марек Пестрак,СССР   Польша,1978,6.4
Дожить до утра,боевик   триллер,Мэтт Эскандари,США,2020,7.6
